"eventID","occurrenceID","measurementType","measurementValue","measurementRemarks"
"SCBI_014.20140610","2eda695a-2267-48b3-a845-b97d2562f166","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","8b4aa6d8-ab9d-4717-b33a-b3924c344d72","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","14e30ee5-6ea5-47f8-bafd-49781cdf194e","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","25111d58-eca3-486a-8db7-dfeaed225ae3","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","87b92283-650f-4d92-b4db-a9d5718d7b37","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","c79c22d5-9418-4e0d-88ff-64ea04eec2d3","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","3e9204c9-454a-40b5-b0b6-057b6d5e8e1c","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","90121def-adf3-4cb8-a307-82ab09b60c8d","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","8d94d040-2589-4c08-af28-62e8c38e534c","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","9876b5a9-a8e0-4301-8e9b-035be7110063","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","8de3e592-fbbe-4672-9ad3-2b3e37ce31e7","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","bdc0c233-3b3c-47e4-9cd2-a33bf7f86bfc","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","d1aa9e76-6636-4554-aede-1f8d22de410a","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","24d4ae2b-ae2c-411c-a055-156f15d5e222","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","93e99700-140e-48bf-8833-36d1b41923b9","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","e931d70e-a5b0-4b25-83e6-013f1d29076f","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","bd85feaf-cfd4-4a57-962f-705f9d55bcf0","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","1d94ed35-d99d-4af8-9adf-09599c1f221d","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","3deac9c5-9905-41ea-af63-047535349586","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","febba23e-3bd2-4c42-9165-4ca2ae208ff6","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","94bda035-5249-4b29-922a-020fba2dd28c","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","49b92bd9-4e2e-4285-88b7-341fc2c2c162","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","447c94a0-29e1-4c74-a6be-91c42306a9cd","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","22d82bad-10d6-4988-ae19-98d31adb73ce","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","078741de-d93e-4584-a001-018e8094c6e8","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","f4c11d58-8a36-4263-a5c7-08b7bf96dc27","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","1514264a-cc62-4aec-a24a-837c4675e1aa","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","209557fd-a3bd-42a7-8405-7f533d1eb04a","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","5e20d0ee-fd45-4634-8e7a-53a8aeade706","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","a2c16e89-cd4d-45f4-b659-0c42c6d6a589","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","abe4520a-5af8-4e0c-9505-af2c3bddae17","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","b152b98d-bc66-4feb-a8b1-4c7fae3e1d59","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","01bbcf91-01c6-490e-8543-454775b4dbf0","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","e943e002-73c6-4da2-ba98-7321f1ce773b","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","a9626647-841c-4e52-bbab-7edf9426065b","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","efcc74ba-35e3-4f3e-ac5c-05a385ccd005","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","893699ac-e580-4584-aaa0-bf86791d7296","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","e14b24e9-887f-437f-b49d-2886c8fe8cca","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","8880bd8b-3659-4380-81d6-b86870e4e7a4","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","ec0a721e-113d-4364-8c0c-04658a941191","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","f8b6d79b-62de-4d62-89c3-53a668b442fa","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","3e18b7f3-7379-4d5c-8abd-79dfc759cb9d","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","171486d5-c62a-439d-8044-27b4cc074f4f","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","20a16560-8ceb-4db3-9e7c-a6b9d537cd37","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","c6e9a44f-883b-4547-a1f6-3bc5be1cbf24","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","f69e7d6f-ceb3-4bfa-9608-3ea2d1a4e2d8","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","8a043f81-58fa-42f4-80bb-6a37862d9c6b","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","665c2df3-1257-4a00-8126-df48c95d1b32","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","3e4c39ae-413c-405d-bf53-53fb5fd6f95b","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","ac4e74b5-bd95-45ab-8454-263630fd1856","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","605a941a-71f7-40a9-bed1-d96077b1a122","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","b65654c6-4076-4f00-bcc2-ea6f232d7540","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","81f8f3ce-3a6f-4a1a-aede-2ac6c4a0eef6","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","7b3fba68-8c59-40db-aea0-296c2421c2c8","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","8984eda0-1eaa-4bb0-bab6-c76a0edf8247","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","250f6631-bc0e-4ca5-a160-b24de07cb124","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","f8d0dbf5-c6b2-40a7-a0ed-e82546d362e4","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","8d36e363-9667-43bc-97cd-e91fa5d2cff4","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","07ea18fa-7410-4924-8683-5eb9b7dbfc92","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","cb036b93-1ec6-47b9-8bd0-54d562cf0fab","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","68092124-9501-4d48-b5a5-6d32fee13f0a","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","29c04fd9-65c1-4f72-a229-d035d2aa1b95","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","2f015f82-e4a2-484a-8919-c2ac65205bc1","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","601ab437-ec5c-4532-80ec-d65964c79e57","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","179f2f81-cf39-45f0-9bd9-959826ec7e15","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","a0ebc3ac-11a2-4fa8-9f21-03142e2eb5f5","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","92661c7d-46b4-423b-8eea-7127f67387a0","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","a1d781b8-586d-4960-8367-5dc6e732b44c","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","a93a561a-5334-459b-b484-22041851cb04","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","74ecda0e-2e40-45a8-b07c-644eb7264db9","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","288f121f-3491-46b6-a896-918c393e8554","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","ae238d30-cfe5-430c-b10d-e43321d727f8","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","19b11bce-9e44-4ce4-87ea-d98573dc9435","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","d33d8ad1-788a-4d32-b933-d301a9be5d5f","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","9b0709ab-9234-4f45-835c-dfa55dae8665","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","65838c78-b42c-4b3b-b49c-54303d9db7a0","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","dee6f8ae-b5cb-4a8a-b134-87f11016e2d2","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","92585796-f9e3-406f-83f5-0039ca123c18","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","93662157-1b4a-4bbb-add7-5d80fbbc091f","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","994ef47a-fe74-4f5f-89fd-2e936febf16f","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","d8e3caeb-c7e5-456a-94e1-116b0d401962","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","8a5282e7-9f21-49ae-a6c1-4a8d853e7186","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","f813bff2-924d-4179-a58e-baea4d9367df","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","4e689190-1312-445d-8093-23f2e4bd7b6b","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","333b66db-0320-4116-8f06-eb3bb74b9a9d","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","45fd2202-c804-468e-9cff-e1a69241c75f","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","f9d4bfe1-ef13-4163-bfb9-1604b8118b47","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","be77619f-c474-45cf-a32b-152857e94eb4","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","d0dd7a54-2af6-4cea-a821-1add17cbf8fe","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","b03ff7d4-83b9-4284-80e3-3616394c9bc3","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","f7392fd2-365d-4ce1-b262-2fe37755b4af","Number of Ticks Used for Testing","1",NA
"SCBI_014.20140610","3b5d2e7b-8e84-48b5-9383-7d9a7bb262b2","Number of Ticks Used for Testing","1",NA
"SCBI_014.20190515","5de8f344-b7e4-49b7-a97e-38920b263482","Number of Ticks Used for Testing","1",NA
"SCBI_014.20190515","c1de9ac4-fa5b-4f19-ad7b-ff3be40563b9","Number of Ticks Used for Testing","1",NA
"SCBI_014.20190515","35fc5890-a43d-4432-89f8-0d0a659c68d5","Number of Ticks Used for Testing","1",NA
"SCBI_014.20190515","67e08ddd-f19b-4f41-aa43-38afcccb8125","Number of Ticks Used for Testing","1",NA
"SCBI_014.20190515","7f5ad0fc-9ccd-4079-b880-5653e98ae90f","Number of Ticks Used for Testing","1",NA
"SCBI_014.20190515","88fd5436-bba8-455d-8c73-bf8dc5ad723a","Number of Ticks Used for Testing","1",NA
"SCBI_014.20190515","25707c43-a888-48c5-91e8-206f15060848","Number of Ticks Used for Testing","1",NA
"SCBI_014.20190515","c6a2836f-58f4-4334-b821-7088e7e3812d","Number of Ticks Used for Testing","1",NA
"SCBI_014.20190515","4391be83-fe7a-4fd7-9f2b-5abbdd487faa","Number of Ticks Used for Testing","1",NA
"SCBI_014.20190515","dcc02af5-01c9-400d-8fc5-d60cc61a6dcb","Number of Ticks Used for Testing","1",NA
"SCBI_014.20190515","2ff55513-c0c3-4ce7-9a84-be9e82e32e7b","Number of Ticks Used for Testing","1",NA
"SCBI_014.20190515","ec718233-e284-42c1-838e-881b68275bf8","Number of Ticks Used for Testing","1",NA
"SCBI_014.20190515","886a6157-77c4-40fe-94a0-805d82312c3e","Number of Ticks Used for Testing","1",NA
"SCBI_014.20190515","f36c6c39-077f-49d6-a6b5-481c36650cd8","Number of Ticks Used for Testing","1",NA
"SCBI_014.20190530","edc8f1d2-8589-4db1-99c4-b1c232933f60","Number of Ticks Used for Testing","1",NA
"SCBI_014.20190530","d37d1ab5-8b38-4b5d-a9a0-5e2aa7df48ff","Number of Ticks Used for Testing","1",NA
"SCBI_014.20190530","eef5d9bf-f5e4-4958-ad07-e4474f66b7db","Number of Ticks Used for Testing","1",NA
"SCBI_014.20190530","c215e213-9326-4815-8ccd-f7bf5bdf3f96","Number of Ticks Used for Testing","1",NA
"SCBI_014.20190530","786fca68-785c-49ef-aeb9-1ab7dd7ec7dc","Number of Ticks Used for Testing","1",NA
"SCBI_014.20190530","3b330fd6-c260-4aca-900e-11adf48179b4","Number of Ticks Used for Testing","1",NA
"SCBI_014.20190530","5542e121-684b-4f1b-8fb1-4583fd5f43c4","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","6f06a05d-4265-41c9-b213-3cbd9f84ccdf","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","b827cc80-3436-4bf6-9f87-60e50a45d336","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","4ceac367-f3d5-450c-b298-608248ec8001","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","766c3423-1735-4b92-8475-82d388e9aa6a","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","50d0dd87-2ad0-4d82-8790-640c7aee7f0e","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","f752e845-36b7-4983-9ec9-e0e890ec3c3c","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","c1d78f54-a322-485d-a9e0-163cee793059","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","5fcdcc92-96e0-4f06-82b8-0bcde7de9697","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","4c27ae1c-5ece-48e7-bb20-79c0165be96a","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","ce3b112f-0859-496e-8cb3-d31924abd62a","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","7ffe96ad-47a3-4128-bc30-115434b05054","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","43c9aef4-51d7-407d-a330-c4d364891929","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","c85bcfac-ebd2-423b-b40b-f9a9a662c3c6","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","5dc575bb-fb7b-4485-8b52-78b5665ee764","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","0d1132e1-0551-40da-ae3c-bfa02a591207","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","04b2e7de-1b9c-4646-8c52-f2c09649781b","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","86ea0c27-8443-47e3-9ed8-4f17b99bf79a","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","fcbe642f-f29f-4192-aa34-e8dd954b7839","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","774348e2-081d-4416-94e8-1771b333b717","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","80665f8b-2cc2-4f16-bf77-0f717693d931","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","dc73c17f-da9a-401f-88cb-38cab16d545e","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","92de5553-5b4a-4d55-b96f-ac00a9b58470","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","9c8d3755-e619-43ce-8065-8821a6ffb99d","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","70f81f1e-bc39-4547-854a-7bde0930cb06","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","3a67d44a-752f-4b4a-be05-df1922f285cb","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","b44c5bfe-4181-45b3-b7ad-286d7ee15164","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","36901db7-f427-4c64-9d50-b2a2beba1cf5","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","fabfa99b-1aa8-4cbf-8a01-c4a09324af1a","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","a859cca6-bb72-4e4c-a3dd-6c65e0f9142c","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","f2129028-4cd6-45b5-8a56-786f9f81d5ed","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","569128ab-8316-45b6-9d3a-f5a74c923b61","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","71ae6426-7222-4b56-a01c-12b1dd32fe19","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","c6bafc45-e31c-4221-a192-d2008efb500b","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","f2876ebc-c704-426e-8b0a-cfb1ebc83ceb","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","4cc961cb-6ac4-4c5a-b5a9-5772306eaa5e","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","d3a53b47-4b9b-4eae-8cca-4a59cc6163e5","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","320ffffa-9c38-4435-b653-86e0c63b6f85","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","5cfd97e5-08cf-4624-9336-3f6d331f4780","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","5c4b94b5-4bc5-4231-b64c-7df5f31b2b1a","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","b6a001be-02ee-45c1-aa47-3d3e827db0b2","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","e608fd51-009b-4e65-9491-f70d7746b166","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","de7aaaa5-8731-4956-8043-48a7c99d1a09","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","cbcb704d-1061-42af-afe8-b0d93ece9d79","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","eef39818-4ca6-4f50-b2ac-a514aae86372","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","df27f3c7-f4e6-4b33-9f8a-5b43d545c67a","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","be0986ed-b09d-473c-aa10-f34595748bf5","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","86d10f5d-f135-4a07-b6f9-58e7fe85befc","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","8927f345-13f2-4d72-8722-7bcf73c19026","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","a06959cd-5a5e-4b6e-baa0-52021f163c29","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","cfd55c15-7bcd-4cd7-84d1-54501018396f","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","aa09a28d-f5e7-4922-a16d-588bbd9eba05","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","138b294e-1c34-4474-b58a-17a10a54c8a5","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","c5e0bc84-8e19-4219-8689-417602ef96e4","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","4db5ec4e-4d45-4d72-be6b-c7be792c5528","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","1ba65409-9517-48b4-85e6-b0daed4acf8b","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210519","63461db9-99b5-4c15-9f84-71a36a2de7a7","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","03ac25a2-7bae-4304-b076-da02281c0a58","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","0b828494-8f16-403c-bac9-270418d6a94a","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","2013c80e-33a5-465c-99a8-ff70cc5f3469","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","558060d4-4dd7-4cdc-a63c-a4563ce4b55b","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","c56009de-7f80-4a05-8166-aba8a927a64c","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","d9180e2e-9857-4e99-b4f6-133a452aed8c","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","1ceb6532-c28e-4fec-bef4-0f48a97ffbd2","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","7dbf5333-7461-4807-8695-de74c5a8fc5a","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","0c8fbb91-d35b-404c-a313-74f3753a63fd","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","89178886-079e-4ae4-bf37-13fde2fc6f5e","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","0eb8b35c-13bd-4591-9897-5688399dc933","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","a6ea40c6-56d6-443f-ba92-ce234250ae0c","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","b63dd404-ccb1-4f0e-b250-adbe571db0e3","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","f5caebd1-1fc6-48d7-a8f1-c180df72d557","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","36c8f713-c080-4c7d-bc14-ed9438dc2c62","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","f821eb2c-11c9-4ee3-b967-ae8975fb409b","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","44f5c5b9-5d3c-4b13-9309-f985409ef9e2","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","941d0f34-86d8-4350-bd5d-16c0b3c8a658","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","f704d918-53ef-4ff4-99ed-f56b969f15a6","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","6f38826b-c0f0-4f1b-bf03-12787fc27278","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","11d4b778-eb27-40dc-9acd-ef020dd00543","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","cea9647a-3346-45a6-9c02-86c890bc158c","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","e27f8547-74a3-43ff-97ea-2b64fb09508b","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","bf29c432-79ca-49d6-9cf5-0c110c15ad57","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","13bb86f4-cd69-4a45-88d0-2812d1d9badf","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","7ed83686-4dfa-44cd-a52f-72f15442000d","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","402f26f3-020a-4f41-943c-aa4da1431ff5","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","ea19dc0d-e189-44ba-b647-3adb6a7254de","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","bbe562c0-dffc-485c-a7d7-5c5460659f3d","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","1a13f69d-063c-4bb2-904e-b07dfff9c8cf","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","da536474-7a70-4afd-9d2b-da1e750dfd66","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","6d7c2f5c-d41a-4c3e-9627-1ad65b2ff5ce","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","1e2fa0b7-a874-4b6a-80e9-4e803b6e55fa","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","5e41e865-5a3c-43e1-abd2-1cac2e3ec193","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","b5a4d9a9-0334-468b-af4c-71303e35bef5","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","7148546f-e9e8-4a6c-881a-ed5ce4b8cb24","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","80cdbbcf-6c64-4b89-a423-3a36e508736f","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","58e47fef-abad-488e-8e4d-a0a18635a354","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","526a104c-4ba8-4b0b-8306-94a119641ac5","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","641319e9-1577-4aee-ab44-b3b00e8d3c69","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","690abb20-c412-4654-9874-52deaf42f6c8","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","5227d99f-1bab-4106-92e0-546ef394485a","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","1a5e1313-d50b-42bc-81bc-1332f1da52bb","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","20ca1644-d282-4e00-ba07-1e1ecb720838","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","cef3c72e-9909-46ed-8b2c-1b8838303093","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","d2602eda-7119-4cc5-93da-ade999b91473","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","f18be781-4346-481e-8705-2e4ecc2ef84f","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","da0921ec-6cdb-4d2a-9e18-0a6915597a99","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","78e0941f-ed3d-4142-9c2d-138840bc76c6","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","6ae05ea4-2a9a-4a62-8c3e-aac425f05c9a","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","bba38dd5-8b86-4d94-a49e-46687771f29f","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","69fa0ca4-a587-408f-85ca-3ad6e895b72e","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","e812ba63-bd88-45e9-803a-a6213d46ab39","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","593b2d22-78a0-4e09-b80e-6c0589ecc201","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","f430410d-f3d4-466c-b43f-7765de8aadce","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","848e5683-459e-4366-84a2-5050a96c6eb5","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","0a1df355-31c1-4306-85ba-9565a21eec87","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","766f734a-5adf-4c0b-ab17-9b7b8b363e25","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","46207f8b-f1e4-480c-b211-24848bcc28af","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","de51c106-dc1f-4516-a33b-a5a045734279","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","e2c33334-b58b-431b-85f8-a8dd40fccedd","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","628e72eb-9cde-451e-8114-d598c422fa55","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","708140b1-3814-4725-84aa-bf888d363bc8","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","f0094119-9afa-4624-970c-1ecdea17d65d","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","f3f49133-986b-4f36-87dd-6a1efc1fd2ed","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","5cb6c349-14bb-4a48-b95c-6c9c258c0d00","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","84f5d5d3-a4a0-4c6c-ab30-85af3edac1f3","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","976adfcc-f1c3-4e0b-976b-478860d509ce","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","d8e4a336-ca1d-4e10-833f-53370304bead","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","a13a51f1-9b65-4e9e-a569-d36a86a6896b","Number of Ticks Used for Testing","1",NA
"SCBI_014.20210607","0ade7cda-14a5-458b-ac50-97bae532ff54","Number of Ticks Used for Testing","1",NA
