"eventID","parentEventID","habitat","locationID","countryCode","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","geodeticDatum","locality","sampleSizeValue","sampleSizeUnit","eventDate","eventType","samplingProtocol","eventRemarks","identifiedBy","county","stateProvince","minimumElevationInMeters","maximumElevationInMeters","verbatimElevation"
"CLBJ_033.20220324","CLBJ_033","deciduousForest","CLBJ_033.tickPlot.tck","US",33.382288,-97.619783,20.1,"WGS84","CLBJ_033",155,"m","2022-03-24 15:02:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,304.3,304.5,"304.4m"
"CLBJ_032.20220324","CLBJ_032","grasslandHerbaceous","CLBJ_032.tickPlot.tck","US",33.405175,-97.595128,20.1,"WGS84","CLBJ_032",160,"m","2022-03-24 15:52:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,293.3,293.5,"293.4m"
"CLBJ_034.20220324","CLBJ_034","grasslandHerbaceous","CLBJ_034.tickPlot.tck","US",33.32009,-97.578537,20,"WGS84","CLBJ_034",150,"m","2022-03-24 16:00:00","site visit","drag","Actual distance sampled 15m shorter than what is reported due to incorrect placement of plot markers; identifiedBy is NA because there are no occurrence records for this event",,,,324.1,324.1,"324.1m"
"CLBJ_043.20220324","CLBJ_043","deciduousForest","CLBJ_043.tickPlot.tck","US",33.410406,-97.593713,20.1,"WGS84","CLBJ_043",164,"m","2022-03-24 16:50:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,284.7,284.9,"284.8m"
"CLBJ_040.20220414","CLBJ_040","deciduousForest","CLBJ_040.tickPlot.tck","US",33.377571,-97.647237,20.1,"WGS84","CLBJ_040",145,"m","2022-04-14 13:59:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,327.6,327.8,"327.7m"
"CLBJ_043.20220414","CLBJ_043","deciduousForest","CLBJ_043.tickPlot.tck","US",33.410406,-97.593713,20.1,"WGS84","CLBJ_043",159,"m","2022-04-14 14:04:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,284.7,284.9,"284.8m"
"CLBJ_032.20220414","CLBJ_032","grasslandHerbaceous","CLBJ_032.tickPlot.tck","US",33.405175,-97.595128,20.1,"WGS84","CLBJ_032",160,"m","2022-04-14 14:46:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,293.3,293.5,"293.4m"
"CLBJ_033.20220414","CLBJ_033","deciduousForest","CLBJ_033.tickPlot.tck","US",33.382288,-97.619783,20.1,"WGS84","CLBJ_033",170,"m","2022-04-14 14:50:00","site visit","drag and flag",,"L. Beati",,,304.3,304.5,"304.4m"
"CLBJ_036.20220414","CLBJ_036","grasslandHerbaceous","CLBJ_036.tickPlot.tck","US",33.396494,-97.580918,20.1,"WGS84","CLBJ_036",160,"m","2022-04-14 15:43:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,288.2,288.4,"288.3m"
"CLBJ_034.20220414","CLBJ_034","grasslandHerbaceous","CLBJ_034.tickPlot.tck","US",33.32009,-97.578537,20,"WGS84","CLBJ_034",145,"m","2022-04-14 16:04:00","site visit","drag and flag","Actual distance sampled 15m shorter than what is reported due to incorrect placement of plot markers; identifiedBy is NA because there are no occurrence records for this event",,,,324.1,324.1,"324.1m"
"CLBJ_034.20220526","CLBJ_034","grasslandHerbaceous","CLBJ_034.tickPlot.tck","US",33.32009,-97.578537,20,"WGS84","CLBJ_034",,,"2022-05-26 17:00:00","site visit",,"Reduced resources following budget reassess; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,324.1,324.1,"324.1m"
"CLBJ_032.20220526","CLBJ_032","grasslandHerbaceous","CLBJ_032.tickPlot.tck","US",33.405175,-97.595128,20.1,"WGS84","CLBJ_032",,,"2022-05-26 17:00:00","site visit",,"Reduced resources following budget reassess; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,293.3,293.5,"293.4m"
"CLBJ_043.20220526","CLBJ_043","deciduousForest","CLBJ_043.tickPlot.tck","US",33.410406,-97.593713,20.1,"WGS84","CLBJ_043",,,"2022-05-26 17:00:00","site visit",,"Reduced resources following budget reassess; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,284.7,284.9,"284.8m"
"CLBJ_033.20220526","CLBJ_033","deciduousForest","CLBJ_033.tickPlot.tck","US",33.382288,-97.619783,20.1,"WGS84","CLBJ_033",,,"2022-05-26 17:00:00","site visit",,"Reduced resources following budget reassess; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,304.3,304.5,"304.4m"
"CLBJ_036.20220526","CLBJ_036","grasslandHerbaceous","CLBJ_036.tickPlot.tck","US",33.396494,-97.580918,20.1,"WGS84","CLBJ_036",,,"2022-05-26 17:00:00","site visit",,"Reduced resources following budget reassess; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,288.2,288.4,"288.3m"
"CLBJ_040.20220526","CLBJ_040","deciduousForest","CLBJ_040.tickPlot.tck","US",33.377571,-97.647237,20.1,"WGS84","CLBJ_040",,,"2022-05-26 17:00:00","site visit",,"Reduced resources following budget reassess; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,327.6,327.8,"327.7m"
"CLBJ_040.20220707","CLBJ_040","deciduousForest","CLBJ_040.tickPlot.tck","US",33.377571,-97.647237,20.1,"WGS84","CLBJ_040",120,"m","2022-07-07 13:10:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,327.6,327.8,"327.7m"
"CLBJ_032.20220707","CLBJ_032","grasslandHerbaceous","CLBJ_032.tickPlot.tck","US",33.405175,-97.595128,20.1,"WGS84","CLBJ_032",163,"m","2022-07-07 13:17:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,293.3,293.5,"293.4m"
"CLBJ_033.20220707","CLBJ_033","deciduousForest","CLBJ_033.tickPlot.tck","US",33.382288,-97.619783,20.1,"WGS84","CLBJ_033",155,"m","2022-07-07 13:53:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,304.3,304.5,"304.4m"
"CLBJ_043.20220707","CLBJ_043","deciduousForest","CLBJ_043.tickPlot.tck","US",33.410406,-97.593713,20.1,"WGS84","CLBJ_043",158,"m","2022-07-07 14:01:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,284.7,284.9,"284.8m"
"CLBJ_036.20220707","CLBJ_036","grasslandHerbaceous","CLBJ_036.tickPlot.tck","US",33.396494,-97.580918,20.1,"WGS84","CLBJ_036",160,"m","2022-07-07 14:59:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,288.2,288.4,"288.3m"
"CLBJ_034.20220707","CLBJ_034","grasslandHerbaceous","CLBJ_034.tickPlot.tck","US",33.32009,-97.578537,20,"WGS84","CLBJ_034",157,"m","2022-07-07 15:08:00","site visit","drag","Actual distance sampled 15m shorter than what is reported due to incorrect placement of plot markers; identifiedBy is NA because there are no occurrence records for this event",,,,324.1,324.1,"324.1m"
"CLBJ_034.20220818","CLBJ_034","grasslandHerbaceous","CLBJ_034.tickPlot.tck","US",33.32009,-97.578537,20,"WGS84","CLBJ_034",162,"m","2022-08-18 13:51:00","site visit","drag and flag","Actual distance sampled 15m shorter than what is reported due to incorrect placement of plot markers; identifiedBy is NA because there are no occurrence records for this event",,,,324.1,324.1,"324.1m"
"CLBJ_032.20220818","CLBJ_032","grasslandHerbaceous","CLBJ_032.tickPlot.tck","US",33.405175,-97.595128,20.1,"WGS84","CLBJ_032",160,"m","2022-08-18 14:16:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,293.3,293.5,"293.4m"
"CLBJ_033.20220818","CLBJ_033","deciduousForest","CLBJ_033.tickPlot.tck","US",33.382288,-97.619783,20.1,"WGS84","CLBJ_033",164,"m","2022-08-18 14:58:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,304.3,304.5,"304.4m"
"CLBJ_036.20220818","CLBJ_036","grasslandHerbaceous","CLBJ_036.tickPlot.tck","US",33.396494,-97.580918,20.1,"WGS84","CLBJ_036",,,"2022-08-18 17:00:00","site visit",,"Plot not sampled due to rain starting the day of sampling and continuing for the rest of the sampling window; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,288.2,288.4,"288.3m"
"CLBJ_040.20220818","CLBJ_040","deciduousForest","CLBJ_040.tickPlot.tck","US",33.377571,-97.647237,20.1,"WGS84","CLBJ_040",,,"2022-08-18 17:00:00","site visit",,"Plot not sampled due to rain starting the day of planned sampling and continuing for the rest of the sampling window; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,327.6,327.8,"327.7m"
"CLBJ_043.20220818","CLBJ_043","deciduousForest","CLBJ_043.tickPlot.tck","US",33.410406,-97.593713,20.1,"WGS84","CLBJ_043",,,"2022-08-18 17:00:00","site visit",,"Plot not sampled due to rain starting the day of planned sampling and continuing for the rest of the sampling window; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,284.7,284.9,"284.8m"
"CLBJ_043.20230302","CLBJ_043","deciduousForest","CLBJ_043.tickPlot.tck","US",33.410406,-97.593713,20.1,"WGS84","CLBJ_043",,,"2023-03-02 18:00:00","site visit",,"Cancelled according to priority matrix; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,284.7,284.9,"284.8m"
"CLBJ_032.20230302","CLBJ_032","grasslandHerbaceous","CLBJ_032.tickPlot.tck","US",33.405175,-97.595128,20.1,"WGS84","CLBJ_032",,,"2023-03-02 18:00:00","site visit",,"Cancelled according to priority matrix; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,293.3,293.5,"293.4m"
"CLBJ_033.20230302","CLBJ_033","deciduousForest","CLBJ_033.tickPlot.tck","US",33.382288,-97.619783,20.1,"WGS84","CLBJ_033",,,"2023-03-02 18:00:00","site visit",,"Cancelled according to priority matrix; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,304.3,304.5,"304.4m"
"CLBJ_040.20230302","CLBJ_040","deciduousForest","CLBJ_040.tickPlot.tck","US",33.377571,-97.647237,20.1,"WGS84","CLBJ_040",,,"2023-03-02 18:00:00","site visit",,"Cancelled according to priority matrix; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,327.6,327.8,"327.7m"
"CLBJ_036.20230302","CLBJ_036","grasslandHerbaceous","CLBJ_036.tickPlot.tck","US",33.396494,-97.580918,20.1,"WGS84","CLBJ_036",,,"2023-03-02 18:00:00","site visit",,"Cancelled according to priority matrix; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,288.2,288.4,"288.3m"
"CLBJ_034.20230302","CLBJ_034","grasslandHerbaceous","CLBJ_034.tickPlot.tck","US",33.32009,-97.578537,20,"WGS84","CLBJ_034",,,"2023-03-02 18:00:00","site visit",,"Cancelled according to priority matrix; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,324.1,324.1,"324.1m"
"CLBJ_036.20230413","CLBJ_036","grasslandHerbaceous","CLBJ_036.tickPlot.tck","US",33.396494,-97.580918,20.1,"WGS84","CLBJ_036",160,"m","2023-04-13 14:55:00","site visit","drag and flag","Southeast corner misplaced; total distance may not be 160 meters; identifiedBy is NA because there are no occurrence records for this event",,,,288.2,288.4,"288.3m"
"CLBJ_032.20230413","CLBJ_032","grasslandHerbaceous","CLBJ_032.tickPlot.tck","US",33.405175,-97.595128,20.1,"WGS84","CLBJ_032",160,"m","2023-04-13 16:01:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,293.3,293.5,"293.4m"
"CLBJ_043.20230413","CLBJ_043","deciduousForest","CLBJ_043.tickPlot.tck","US",33.410406,-97.593713,20.1,"WGS84","CLBJ_043",,,"2023-04-13 17:00:00","site visit",,"Only 1 of 4 corner poles present.; No survey conducted; identifiedBy is NA because there are no occurrence records for this event",,,,284.7,284.9,"284.8m"
"CLBJ_034.20230417","CLBJ_034","grasslandHerbaceous","CLBJ_034.tickPlot.tck","US",33.32009,-97.578537,20,"WGS84","CLBJ_034",160,"m","2023-04-17 15:45:00","site visit","drag and flag","Actual distance sampled 15m shorter than what is reported due to incorrect placement of plot markers; identifiedBy is NA because there are no occurrence records for this event",,,,324.1,324.1,"324.1m"
"CLBJ_033.20230417","CLBJ_033","deciduousForest","CLBJ_033.tickPlot.tck","US",33.382288,-97.619783,20.1,"WGS84","CLBJ_033",157,"m","2023-04-17 17:24:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,304.3,304.5,"304.4m"
"CLBJ_040.20230417","CLBJ_040","deciduousForest","CLBJ_040.tickPlot.tck","US",33.377571,-97.647237,20.1,"WGS84","CLBJ_040",113,"m","2023-04-17 18:54:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,327.6,327.8,"327.7m"
"CLBJ_040.20230525","CLBJ_040","deciduousForest","CLBJ_040.tickPlot.tck","US",33.377571,-97.647237,20.1,"WGS84","CLBJ_040",160,"m","2023-05-25 14:11:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,327.6,327.8,"327.7m"
"CLBJ_036.20230525","CLBJ_036","grasslandHerbaceous","CLBJ_036.tickPlot.tck","US",33.396494,-97.580918,20.1,"WGS84","CLBJ_036",162,"m","2023-05-25 14:57:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,288.2,288.4,"288.3m"
"CLBJ_033.20230525","CLBJ_033","deciduousForest","CLBJ_033.tickPlot.tck","US",33.382288,-97.619783,20.1,"WGS84","CLBJ_033",168,"m","2023-05-25 15:03:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,304.3,304.5,"304.4m"
"CLBJ_034.20230525","CLBJ_034","grasslandHerbaceous","CLBJ_034.tickPlot.tck","US",33.32009,-97.578537,20,"WGS84","CLBJ_034",148,"m","2023-05-25 15:54:00","site visit","drag","Actual distance sampled 15m shorter than what is reported due to incorrect placement of plot markers; identifiedBy is NA because there are no occurrence records for this event",,,,324.1,324.1,"324.1m"
"CLBJ_032.20230525","CLBJ_032","grasslandHerbaceous","CLBJ_032.tickPlot.tck","US",33.405175,-97.595128,20.1,"WGS84","CLBJ_032",168,"m","2023-05-25 16:16:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,293.3,293.5,"293.4m"
"CLBJ_043.20230525","CLBJ_043","deciduousForest","CLBJ_043.tickPlot.tck","US",33.410406,-97.593713,20.1,"WGS84","CLBJ_043",174,"m","2023-05-25 17:38:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,284.7,284.9,"284.8m"
"CLBJ_032.20230706","CLBJ_032","grasslandHerbaceous","CLBJ_032.tickPlot.tck","US",33.405175,-97.595128,20.1,"WGS84","CLBJ_032",158,"m","2023-07-06 14:07:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,293.3,293.5,"293.4m"
"CLBJ_043.20230706","CLBJ_043","deciduousForest","CLBJ_043.tickPlot.tck","US",33.410406,-97.593713,20.1,"WGS84","CLBJ_043",155,"m","2023-07-06 14:25:00","site visit","drag and flag",,"L. Beati",,,284.7,284.9,"284.8m"
"CLBJ_033.20230706","CLBJ_033","deciduousForest","CLBJ_033.tickPlot.tck","US",33.382288,-97.619783,20.1,"WGS84","CLBJ_033",81,"m","2023-07-06 15:31:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,304.3,304.5,"304.4m"
"CLBJ_036.20230706","CLBJ_036","grasslandHerbaceous","CLBJ_036.tickPlot.tck","US",33.396494,-97.580918,20.1,"WGS84","CLBJ_036",160,"m","2023-07-06 16:08:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,288.2,288.4,"288.3m"
"CLBJ_040.20230706","CLBJ_040","deciduousForest","CLBJ_040.tickPlot.tck","US",33.377571,-97.647237,20.1,"WGS84","CLBJ_040",86,"m","2023-07-06 17:12:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,327.6,327.8,"327.7m"
"CLBJ_034.20230706","CLBJ_034","grasslandHerbaceous","CLBJ_034.tickPlot.tck","US",33.32009,-97.578537,20,"WGS84","CLBJ_034",150,"m","2023-07-06 17:18:00","site visit","drag and flag","Actual distance sampled 15m shorter than what is reported due to incorrect placement of plot markers; identifiedBy is NA because there are no occurrence records for this event",,,,324.1,324.1,"324.1m"
"CLBJ_043.20230817","CLBJ_043","deciduousForest","CLBJ_043.tickPlot.tck","US",33.410406,-97.593713,20.1,"WGS84","CLBJ_043",150,"m","2023-08-17 12:47:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,284.7,284.9,"284.8m"
"CLBJ_032.20230817","CLBJ_032","grasslandHerbaceous","CLBJ_032.tickPlot.tck","US",33.405175,-97.595128,20.1,"WGS84","CLBJ_032",163,"m","2023-08-17 13:00:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,293.3,293.5,"293.4m"
"CLBJ_036.20230817","CLBJ_036","grasslandHerbaceous","CLBJ_036.tickPlot.tck","US",33.396494,-97.580918,20.1,"WGS84","CLBJ_036",158,"m","2023-08-17 13:56:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,288.2,288.4,"288.3m"
"CLBJ_033.20230817","CLBJ_033","deciduousForest","CLBJ_033.tickPlot.tck","US",33.382288,-97.619783,20.1,"WGS84","CLBJ_033",162,"m","2023-08-17 14:13:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,304.3,304.5,"304.4m"
"CLBJ_034.20230817","CLBJ_034","grasslandHerbaceous","CLBJ_034.tickPlot.tck","US",33.32009,-97.578537,20,"WGS84","CLBJ_034",120,"m","2023-08-17 14:55:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,324.1,324.1,"324.1m"
"CLBJ_040.20230817","CLBJ_040","deciduousForest","CLBJ_040.tickPlot.tck","US",33.377571,-97.647237,20.1,"WGS84","CLBJ_040",123,"m","2023-08-17 15:20:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,327.6,327.8,"327.7m"
"CLBJ_043.20230928","CLBJ_043","deciduousForest","CLBJ_043.tickPlot.tck","US",33.410406,-97.593713,20.1,"WGS84","CLBJ_043",120,"m","2023-09-28 14:35:00","site visit","drag and flag",,"L. Beati",,,284.7,284.9,"284.8m"
"CLBJ_032.20230928","CLBJ_032","grasslandHerbaceous","CLBJ_032.tickPlot.tck","US",33.405175,-97.595128,20.1,"WGS84","CLBJ_032",170,"m","2023-09-28 14:48:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,293.3,293.5,"293.4m"
"CLBJ_036.20230928","CLBJ_036","grasslandHerbaceous","CLBJ_036.tickPlot.tck","US",33.396494,-97.580918,20.1,"WGS84","CLBJ_036",158,"m","2023-09-28 15:10:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,288.2,288.4,"288.3m"
"CLBJ_033.20230928","CLBJ_033","deciduousForest","CLBJ_033.tickPlot.tck","US",33.382288,-97.619783,20.1,"WGS84","CLBJ_033",164,"m","2023-09-28 15:56:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,304.3,304.5,"304.4m"
"CLBJ_034.20230928","CLBJ_034","grasslandHerbaceous","CLBJ_034.tickPlot.tck","US",33.32009,-97.578537,20,"WGS84","CLBJ_034",146,"m","2023-09-28 16:38:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,324.1,324.1,"324.1m"
"CLBJ_040.20230928","CLBJ_040","deciduousForest","CLBJ_040.tickPlot.tck","US",33.377571,-97.647237,20.1,"WGS84","CLBJ_040",126,"m","2023-09-28 16:53:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,327.6,327.8,"327.7m"
"CLBJ_034.20240229","CLBJ_034","grasslandHerbaceous","CLBJ_034.tickPlot.tck","US",33.32009,-97.578537,20,"WGS84","CLBJ_034",145,"m","2024-02-29 19:50:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,324.1,324.1,"324.1m"
"CLBJ_036.20240229","CLBJ_036","grasslandHerbaceous","CLBJ_036.tickPlot.tck","US",33.396494,-97.580918,20.1,"WGS84","CLBJ_036",159,"m","2024-02-29 20:14:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,288.2,288.4,"288.3m"
"CLBJ_043.20240304","CLBJ_043","deciduousForest","CLBJ_043.tickPlot.tck","US",33.410406,-97.593713,20.1,"WGS84","CLBJ_043",160,"m","2024-03-04 17:00:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,284.7,284.9,"284.8m"
"CLBJ_032.20240304","CLBJ_032","grasslandHerbaceous","CLBJ_032.tickPlot.tck","US",33.405175,-97.595128,20.1,"WGS84","CLBJ_032",160,"m","2024-03-04 17:38:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,293.3,293.5,"293.4m"
"CLBJ_033.20240304","CLBJ_033","deciduousForest","CLBJ_033.tickPlot.tck","US",33.382288,-97.619783,20.1,"WGS84","CLBJ_033",155,"m","2024-03-04 18:34:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,304.3,304.5,"304.4m"
"CLBJ_040.20240304","CLBJ_040","deciduousForest","CLBJ_040.tickPlot.tck","US",33.377571,-97.647237,20.1,"WGS84","CLBJ_040",125,"m","2024-03-04 19:52:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,327.6,327.8,"327.7m"
"CLBJ_043.20240319","CLBJ_043","deciduousForest","CLBJ_043.tickPlot.tck","US",33.410406,-97.593713,20.1,"WGS84","CLBJ_043",160,"m","2024-03-19 15:20:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,284.7,284.9,"284.8m"
"CLBJ_032.20240319","CLBJ_032","grasslandHerbaceous","CLBJ_032.tickPlot.tck","US",33.405175,-97.595128,20.1,"WGS84","CLBJ_032",160,"m","2024-03-19 16:05:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,293.3,293.5,"293.4m"
"CLBJ_033.20240319","CLBJ_033","deciduousForest","CLBJ_033.tickPlot.tck","US",33.382288,-97.619783,20.1,"WGS84","CLBJ_033",156,"m","2024-03-19 17:08:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,304.3,304.5,"304.4m"
"CLBJ_036.20240319","CLBJ_036","grasslandHerbaceous","CLBJ_036.tickPlot.tck","US",33.396494,-97.580918,20.1,"WGS84","CLBJ_036",80,"m","2024-03-19 17:17:00","site visit","drag","Northeast plot marker is missing; only 80m sampled; identifiedBy is NA because there are no occurrence records for this event",,,,288.2,288.4,"288.3m"
"CLBJ_040.20240319","CLBJ_040","deciduousForest","CLBJ_040.tickPlot.tck","US",33.377571,-97.647237,20.1,"WGS84","CLBJ_040",125,"m","2024-03-19 17:47:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,327.6,327.8,"327.7m"
"CLBJ_034.20240319","CLBJ_034","grasslandHerbaceous","CLBJ_034.tickPlot.tck","US",33.32009,-97.578537,20,"WGS84","CLBJ_034",143,"m","2024-03-19 18:15:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,324.1,324.1,"324.1m"
"CLBJ_034.20240415","CLBJ_034","grasslandHerbaceous","CLBJ_034.tickPlot.tck","US",33.32009,-97.578537,20,"WGS84","CLBJ_034",148,"m","2024-04-15 15:56:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,324.1,324.1,"324.1m"
"CLBJ_036.20240415","CLBJ_036","grasslandHerbaceous","CLBJ_036.tickPlot.tck","US",33.396494,-97.580918,20.1,"WGS84","CLBJ_036",159,"m","2024-04-15 17:28:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,288.2,288.4,"288.3m"
"CLBJ_033.20240415","CLBJ_033","deciduousForest","CLBJ_033.tickPlot.tck","US",33.382288,-97.619783,20.1,"WGS84","CLBJ_033",158,"m","2024-04-15 18:10:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,304.3,304.5,"304.4m"
"CLBJ_040.20240415","CLBJ_040","deciduousForest","CLBJ_040.tickPlot.tck","US",33.377571,-97.647237,20.1,"WGS84","CLBJ_040",110,"m","2024-04-15 18:55:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,327.6,327.8,"327.7m"
"CLBJ_032.20240415","CLBJ_032","grasslandHerbaceous","CLBJ_032.tickPlot.tck","US",33.405175,-97.595128,20.1,"WGS84","CLBJ_032",145,"m","2024-04-15 20:08:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,293.3,293.5,"293.4m"
"CLBJ_043.20240415","CLBJ_043","deciduousForest","CLBJ_043.tickPlot.tck","US",33.410406,-97.593713,20.1,"WGS84","CLBJ_043",150,"m","2024-04-15 20:45:00","site visit","drag and flag",,"Guang Xu",,,284.7,284.9,"284.8m"
"CLBJ_034.20240502","CLBJ_034","grasslandHerbaceous","CLBJ_034.tickPlot.tck","US",33.32009,-97.578537,20,"WGS84","CLBJ_034",138,"m","2024-05-02 14:13:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,324.1,324.1,"324.1m"
"CLBJ_036.20240502","CLBJ_036","grasslandHerbaceous","CLBJ_036.tickPlot.tck","US",33.396494,-97.580918,20.1,"WGS84","CLBJ_036",157,"m","2024-05-02 15:10:00","site visit","drag","identifiedBy is NA because there are no occurrence records for this event",,,,288.2,288.4,"288.3m"
"CLBJ_032.20240502","CLBJ_032","grasslandHerbaceous","CLBJ_032.tickPlot.tck","US",33.405175,-97.595128,20.1,"WGS84","CLBJ_032",152,"m","2024-05-02 16:14:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,293.3,293.5,"293.4m"
"CLBJ_043.20240502","CLBJ_043","deciduousForest","CLBJ_043.tickPlot.tck","US",33.410406,-97.593713,20.1,"WGS84","CLBJ_043",150,"m","2024-05-02 16:50:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,284.7,284.9,"284.8m"
"CLBJ_033.20240502","CLBJ_033","deciduousForest","CLBJ_033.tickPlot.tck","US",33.382288,-97.619783,20.1,"WGS84","CLBJ_033",120,"m","2024-05-02 18:11:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,304.3,304.5,"304.4m"
"CLBJ_040.20240502","CLBJ_040","deciduousForest","CLBJ_040.tickPlot.tck","US",33.377571,-97.647237,20.1,"WGS84","CLBJ_040",110,"m","2024-05-02 19:08:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,327.6,327.8,"327.7m"
"CLBJ_040.20240523","CLBJ_040","deciduousForest","CLBJ_040.tickPlot.tck","US",33.377571,-97.647237,20.1,"WGS84","CLBJ_040",125,"m","2024-05-23 14:11:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,327.6,327.8,"327.7m"
"CLBJ_043.20240523","CLBJ_043","deciduousForest","CLBJ_043.tickPlot.tck","US",33.410406,-97.593713,20.1,"WGS84","CLBJ_043",122,"m","2024-05-23 14:44:00","site visit","drag and flag","Shorter distance sampled due to wet conditions in parts of the transect; identifiedBy is NA because there are no occurrence records for this event",,,,284.7,284.9,"284.8m"
"CLBJ_033.20240523","CLBJ_033","deciduousForest","CLBJ_033.tickPlot.tck","US",33.382288,-97.619783,20.1,"WGS84","CLBJ_033",140,"m","2024-05-23 15:03:00","site visit","drag and flag","identifiedBy is NA because there are no occurrence records for this event",,,,304.3,304.5,"304.4m"
